"Area","Region_name","Year","Obesity","Geo_zones","Obesity_m","Obesity_f","Overweight","Overweight_m","Overweight_f","Overweight_minor_age","Overweight_minor_age_m","Overweight_minor_age_f","Population","Population_m","Population_f","Ageing_index","More_65","More_65_m","More_65_f","Foreign_perc","Foreign_perc_m","Foreign_perc_f","Foreign_ue_perc","Foreign_ue_perc_m","Foreign_ue_perc_f","More_65_alone","More_65_alone_m","More_65_alone_f","Mean_family_components","AtLeast_1stGr_2ndry_school_perc","AtLeast_1stGr_2ndry_school_perc_m","AtLeast_1stGr_2ndry_school_perc_f","More_university_perc","More_university_perc_m","More_university_perc_f","wedding_perc","unemployment_perc","unemployment_perc_m","unemployment_perc_f","mortality_cancer_digestive_perc","mortality_cancer_digestive_perc_m","mortality_cancer_digestive_perc_f","mortality_cancer_stomach_perc","mortality_cancer_stomach_perc_m","mortality_cancer_stomach_perc_f","mortality_diabetes_perc","mortality_diabetes_perc_m","mortality_diabetes_perc_f","mortality_mental_disorders_perc","mortality_mental_disorders_perc_m","mortality_mental_disorders_perc_f","mortality_blood_perc","mortality_blood_perc_m","mortality_blood_perc_f","mortality_heart_perc","mortality_heart_perc_m","mortality_heart_perc_f","mortality_digestive_perc","mortality_digestive_perc_m","mortality_digestive_perc_f","mortality_liver_perc","mortality_liver_perc_m","mortality_liver_perc_f","mortality_suicide_simil_perc","mortality_suicide_simil_perc_m","mortality_suicide_simil_perc_f","Cigarettes_perc","Cigarettes_perc_m","Cigarettes_perc_f","Complete_breakfast_perc","Complete_breakfast_perc_m","Complete_breakfast_perc_f","Daily_cheese_perc","Daily_cheese_perc_m","Daily_cheese_perc_f","Daily_vegetables_perc","Daily_vegetables_perc_m","Daily_vegetables_perc_f","Dinner_principal_meal_perc","Dinner_principal_meal_perc_m","Dinner_principal_meal_perc_f","Red_meat_more_weekly_perc","Red_meat_more_weekly_perc_m","Red_meat_more_weekly_perc_f","Fish_more_weekly_perc","Fish_more_weekly_perc_m","Fish_more_weekly_perc_f","No_sport_perc","No_sport_perc_m","No_sport_perc_f","Regular_sport_perc","Regular_sport_perc_m","Regular_sport_perc_f","Geo_zones_Weekly_alcol_perc","Geo_zones_Weekly_alcol_perc_m","Geo_zones_Weekly_alcol_perc_f","Geo_zones_beer05more_daily_perc","Geo_zones_beer05more_daily_perc_m","Geo_zones_beer05more_daily_perc_f","Geo_zones_wine05more_daily_perc","Geo_zones_wine05more_daily_perc_m","Geo_zones_wine05more_daily_perc_f","bad_wealth_perc","bad_wealth_perc_m","bad_wealth_perc_f","life_exp_m","life_exp_f","life_exp","life_exp_good_wealth_m","life_exp_good_wealth_f","life_exp_good_wealth","life_exp_no_limitations_m","life_exp_no_limitations_f","life_exp_no_limitations","drug_consumption_perc","drug_consumption_perc_m","drug_consumption_perc_f","health_vs_gdp_expend_perc","family_health_vs_gdp_expend_perc","Urban_green","Avg_annual_wage","Avg_annual_wage_m","Avg_annual_wage_f","Medical_specialists_perc","Early_childhood_services_perc","Municipal_waste_generated","Separate_collection_municipal_waste_perc","Smoking_perc","Smoking_perc_m","Smoking_perc_f","Adequate_nutrition_perc","Adequate_nutrition_perc_m","Adequate_nutrition_perc_f","Alcohol_cons_perc","Alcohol_cons_perc_m","Alcohol_cons_perc_f","Air_quality_PM2.5_perc","Life_satisfaction_perc","Life_satisfaction_perc_m","Life_satisfaction_perc_f"
2,"Valle d'Aosta",2018,10.73,"Nord Ovest",13.48,8.15,32.16,36.58,28.01,14.29,14.29,14.29,125933,61612,64322,178.73,23.66,21.33,25.89,6.44,5.77,7.09,40.44,33.25,46.04,36.9,25.82,45.68,1.91,85.13,87.59,82.81,13.83,11.23,16.26,3.4,7.04,6.79,7.31,10.08,10.48,6.48,1.27,1.18,0.85,2.3,2.58,1.06,10.56,7.36,7.32,38.51,35.46,22.75,10.48,11.57,5.01,4.68,4.36,2.58,0.95,1.28,0.31,1.83,2.6,0.96,11.52,12.32,10.46,80.23,73.82,86.34,38.94,36.86,40.92,54.47,48.9,59.78,18.64,20.99,16.41,61.4,64.19,58.74,54.96,54.24,55.65,28.93,25.42,32.26,28.1,33.9,22.58,7.83,12.12,3.82,0.88,1.58,0.23,2.42,4.28,0.67,6.78,4.82,8.63,79.07,84.79,81.93,63.89,58.01,60.95,67.61,63.87,65.74,42.41,36.47,48.11,7.84,2.67,18.8,18951.2,22185.2,15062.3,26.5,27.8,596,62.3,18.4,21.5,15.5,25.6,17.9,33,26.4,35,18.2,100,51.6,54.2,49.1
2,"Valle d'Aosta",2019,10.23,"Nord Ovest",11.03,9.46,31.88,37.51,26.48,21.43,14.29,28.57,125344,61296,64048,185.02,24.03,21.72,26.24,6.44,5.85,7,39.18,31.64,45.21,34.21,24.27,42.15,2,85.73,88.16,83.46,13.72,11.16,16.11,3.4,6.49,5.81,7.24,10.05,10.96,5.44,1.6,1.49,0.99,2.47,2,1.68,9.97,7.37,6.25,35.26,29.41,21.92,9.73,12.27,3.86,4.71,4.27,2.98,0.96,1.12,0.49,1.28,1.91,0.49,10.42,11.13,9.51,82.76,76.32,88.97,32.72,34.59,30.92,55.97,52.1,59.71,21.84,25.74,18.07,62.6,66.54,58.8,58.68,59.3,58.09,23.77,21.67,25.81,34.43,38.33,30.65,8.02,11.5,4.75,0.72,1.16,0.31,2.19,3.58,0.89,4.87,4,5.69,79.9,85.58,82.74,61.32,60.19,60.755,66.03,67.38,66.705,45.36,39.96,50.52,8.03,2.71,18.9,18928.2,22134.7,15071.7,27.6,27.7,605,64.5,18.5,22.4,14.9,22,16.8,27,25.8,37,15.2,33.3,54.7,55.8,53.7
2,"Valle d'Aosta",2020,11.82,"Nord Ovest",12.69,11.02,32.54,37.48,28,6.67,12.5,0,124562,60917,63645,190.34,24.32,22,26.54,6.53,5.89,7.14,38.54,30.69,44.74,35.41,25.36,43.44,2.09,85.92,88.41,83.59,13.82,11.38,16.12,1.9,5.83,6.15,5.47,8.11,8.48,4.49,1.12,1.06,0.74,2.81,2.19,1.94,8.35,4.96,6.02,37.81,29.7,23.99,9.79,10.73,4.63,4.09,4.04,2.09,1.2,1.16,0.67,0.88,1.39,0.22,10.64,11.6,9.33,80.24,75.31,84.91,32.56,31.1,33.95,52.5,46.68,58.02,16.37,17.78,15.03,68.93,73.67,64.43,57.16,59.8,54.66,25.62,25.42,25.81,34.71,40.68,29.03,7.95,12.48,3.7,1.14,2.08,0.25,2.29,4.1,0.59,4.31,3.88,4.71,78.41,83.47,80.94,63.91,64,63.955,63.98,67.51,65.745,41.57,36.93,45.98,9.41,2.76,19.1,17655.6,20903.9,13803,27.6,20.7,609,64.5,16.8,20.4,13.4,20.8,18.1,23.3,23.4,33.2,13.9,100,54,58.9,49.3
2,"Valle d'Aosta",2021,13.01,"Nord Ovest",14.31,11.78,29.94,34.13,25.99,21.43,28.57,14.29,123725,60563,63162,195.82,24.55,22.25,26.75,6.75,6.2,7.28,38.03,31.02,43.75,38.39,29.47,45.53,2.08,NA,NA,NA,NA,NA,NA,3.1,7.26,7.07,7.47,10.18,10.01,5.88,1.29,1.26,0.81,2.34,1.57,1.71,8.32,4.64,6,40.74,36.2,23.4,9.21,11.06,3.62,4.61,4.4,2.42,0.97,1.26,0.4,1.21,1.8,0.41,12.07,12.6,11.37,82.59,79.57,85.49,35.27,36.08,34.5,59.74,55.91,63.41,18.57,19.35,17.83,62.4,69.05,56.02,54.62,53.28,55.89,19.83,15.25,24.19,33.06,37.29,29.03,6.29,9.41,3.35,0.66,1.13,0.22,2.29,3.8,0.87,5.51,4.52,6.44,80.11,84.32,82.215,62.87,63.77,63.32,63.2,64.41,63.805,42.25,35.82,48.37,NA,NA,19.3,NA,NA,NA,28.2,24.9,600,64,19.9,23.6,16.3,19.7,16.6,22.6,20.6,26.6,14.9,75,51.7,51.8,51.6
2,"Valle d'Aosta",2022,11.36,"Nord Ovest",12.12,10.64,30.8,40.53,21.63,21.43,28.57,14.29,123245,60383,62862,202.65,24.83,22.57,27,6.54,6.01,7.05,36.06,28.76,42.02,38.33,30.26,44.81,2.11,NA,NA,NA,NA,NA,NA,3.4,5.35,4.43,6.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.37,12.01,10.72,82.18,77.2,86.89,31.81,34.29,29.46,50.39,46.26,54.29,23.93,28.07,20.02,62.45,66.17,58.94,57.14,55.91,58.3,20.83,18.97,22.58,34.17,37.93,30.65,7.95,12.03,4.12,1.09,1.91,0.32,2.43,3.73,1.21,5.92,4.63,7.14,80.11,84.32,82.215,62.53,59.42,60.975,64.7,64.87,64.785,44.31,37.22,51.08,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,17,18,16.2,14,11.4,16.5,23.5,33.4,14.1,NA,52.6,55.9,49.4
3,"Lombardia",2010,10.12,"Nord Ovest",10.34,9.91,31.36,41.03,22.26,20.73,20.73,20.73,9708364,4719508,4988856,142.84,20.36,17.37,23.18,9.95,10.45,9.48,3.71,3.01,4.44,27,12.53,37.4,2.39,79.46,83.71,75.44,12.09,11.54,12.6,3,5.54,4.82,6.5,10.52,12.93,7.01,1.94,2.54,1.19,2.23,2.36,1.66,2.33,1.88,2.01,31.35,33.13,23.08,10.9,13.36,6.98,3.58,3.87,2.62,1.11,1.36,0.73,0.68,1.09,0.27,11.51,12.43,10.13,81.15,78.47,83.73,31.83,30.39,33.22,53.98,48.4,59.34,30.8,34.35,27.4,69.28,74.54,64.22,55.81,55.32,56.29,29.68,25.52,33.67,26.82,32.21,21.65,8.1,13,3.53,0.82,1.33,0.35,3.8,6.74,1.05,4.88,3.82,5.89,79.63,84.7,82.165,60.83,56.32,58.575,65.21,66.54,65.875,40.88,34.92,46.6,6.61,1.56,NA,24537,28499.6,19257.5,NA,18.9,511,48.5,22.4,27.5,17.5,21.1,17.2,24.8,21.8,30.5,13.4,100,49.1,50.1,48.1
3,"Lombardia",2011,8.94,"Nord Ovest",9.87,8.06,32.88,43.36,22.95,24.04,25.78,22.3,9778562,4752431,5026132,143.99,20.58,17.66,23.34,10.85,11.25,10.47,3.45,2.84,4.07,26.65,13.09,36.46,2.36,80.12,84.1,76.36,12.16,11.82,12.49,2.8,5.68,4.98,6.62,10.51,12.67,6.75,1.88,2.4,1.15,2.2,2.27,1.56,2.48,1.81,2.1,31.32,31.17,22.57,10.85,12.42,6.9,3.49,3.77,2.4,0.98,1.23,0.59,0.65,1.03,0.26,12.14,13.25,10.62,79.32,76.16,82.35,30.32,30.27,30.36,53.39,47.75,58.8,30.29,33.76,26.96,67.85,73.28,62.64,56.86,56.33,57.37,30.33,26.73,33.79,26.8,31.58,22.22,8.66,14.35,3.32,1.13,2.11,0.21,3.5,5.94,1.2,4.42,3.62,5.18,79.95,84.94,82.445,61.35,58.34,59.845,66.27,66.41,66.34,40.97,34.94,46.76,6.66,1.67,27.4,25024,29114.7,19580.9,28.2,17.6,493,49.9,22.7,26.6,18.9,19.6,15,24,21.4,30.7,12.5,100,48.1,48.9,47.5
3,"Lombardia",2012,10.34,"Nord Ovest",11.28,9.44,32.59,40.32,25.23,24.25,25.05,23.48,9844276,4788517,5055759,146.3,20.92,18.05,23.64,9.77,9.73,9.8,17.57,15.8,19.23,29.96,16.22,40,2.32,79.96,84.13,76.25,13.74,12.62,14.75,2.9,7.41,6.66,8.38,10.96,12.86,6.93,1.99,2.53,1.12,2.31,2.24,1.64,2.66,1.84,2.17,32.82,31.96,22.56,11.24,12.57,6.82,3.55,3.64,2.41,0.94,1.14,0.56,0.71,1.13,0.29,12.32,13.36,10.89,80.93,78.21,83.52,29.63,30.59,28.71,54.24,48.27,59.91,32.18,35.25,29.28,64.79,68.09,61.65,55.25,55.15,55.35,31.41,26.17,36.38,26.78,32.02,21.81,6.53,10.36,2.93,0.61,1.06,0.19,2.7,4.7,0.82,5.35,3.74,6.88,79.87,84.87,82.37,59.88,57.13,58.505,65.44,65.5,65.47,43.36,38.56,47.96,6.63,1.68,27.3,25241,29350.1,19796,26.8,16.8,470,51.8,22.4,26.2,18.9,20.5,17.2,23.6,18.8,25.2,12.8,100,40.9,41.9,40.1
3,"Lombardia",2013,10.25,"Nord Ovest",11.27,9.29,31.77,41.2,22.93,19.72,21.34,17.93,9903655,4823757,5079899,148.65,21.23,18.39,23.94,10.41,10.41,10.41,18.17,16.32,19.92,31.14,16.69,41.8,2.33,81.23,81.23,85.19,13.1,13.1,12.69,2.7,8.03,7.51,8.68,10.41,11.94,6.49,1.87,2.25,1.08,2.27,2.2,1.53,2.65,1.83,2.09,31.18,29.57,21,10.4,11.65,6.05,3.29,3.35,2.17,0.81,0.99,0.47,0.71,1.09,0.31,11.07,12.01,9.74,78.96,75.43,82.32,27.66,27.94,27.4,53.86,48.04,59.42,30.76,33.96,27.7,63.43,67.48,59.56,56.76,55.56,57.91,33.36,28.16,38.33,26.06,32.41,20,6.84,11.09,2.87,0.73,1.27,0.24,3.03,5.17,1.03,5.15,3.56,6.65,80.25,85.12,82.685,62.15,59.54,60.845,66.47,66.17,66.32,41.88,36.77,46.78,6.87,1.76,27.2,25593.8,29735.6,20145.4,27.4,17,464,53.3,20.4,24.6,16.3,19.2,15.7,22.5,17.2,25,9.8,100,40.7,42.5,39.1
3,"Lombardia",2014,9.46,"Nord Ovest",10.48,8.49,33.81,42.17,25.87,20.76,23.68,17.81,9942269,4846057,5096213,151.74,21.58,18.76,24.27,11.31,11.38,11.23,18.92,17,20.78,29.38,17,38.61,2.35,82.36,86.11,78.84,13.46,12.91,13.98,2.6,8.19,7.74,8.76,10.22,11.55,6.26,1.81,2.24,0.97,2.13,2.07,1.37,2.66,1.86,2,30.5,28.38,19.93,9.99,11.06,5.6,3.39,3.41,2.19,0.86,1.01,0.5,0.66,1,0.32,11.55,12.9,9.61,81,77.77,84.1,28.02,27.6,28.44,53.22,46.72,59.45,27.37,30.18,24.67,63.41,67.83,59.18,56.74,56.46,57.02,29.38,24.82,33.74,28.47,33.38,23.78,7.56,12.17,3.24,0.83,1.52,0.18,2.85,4.99,0.85,5.49,4.38,6.55,80.84,85.54,83.19,61.12,58.13,59.625,66.78,65.36,66.07,44.32,39.4,49.05,6.91,1.74,27.1,25870.6,30043.2,20351.8,27.5,15.5,467,56.3,19.7,23.9,15.7,18.1,14.8,21.2,17.4,25.4,9.7,100,41.3,41.9,40.8
3,"Lombardia",2015,8.72,"Nord Ovest",9.9,7.64,31.88,41.07,23.32,19.79,24.63,14.37,10023620,4887696,5135924,154.07,21.82,19.02,24.48,11.52,11.53,11.5,2.73,2.25,3.18,28.08,15.59,37.46,2.36,83.07,86.61,79.74,14.28,13.52,14.99,2.7,7.87,7.2,8.74,10.49,11.62,6.32,1.82,2.13,1.01,2.37,2.24,1.48,3.28,2.08,2.48,33.31,29.42,21.46,10.58,11.25,5.79,3.4,3.31,2.14,0.78,0.94,0.42,0.65,1,0.26,10.78,11.92,9.16,82.07,78.34,85.61,25.53,25.63,25.43,54.43,48.45,60.12,29.04,31.66,26.54,61.07,67.21,55.22,56.97,57.56,56.41,31.45,27.03,35.65,28.46,33.21,23.94,8.11,13.21,3.37,0.77,1.35,0.24,2.83,5,0.8,5.57,4.65,6.43,80.58,85.08,82.83,60.17,58.12,59.145,65.33,66.76,66.045,42.92,39.88,45.83,6.88,1.81,27.3,25916.9,30107.8,20355.3,27,15,465,58.7,19.3,23.2,15.5,20.2,16.2,24,18.5,26.5,10.8,100,40.2,40.3,40.1
3,"Lombardia",2016,10.12,"Nord Ovest",10.95,9.34,33.09,42.13,24.6,17.47,21.27,13.49,9964433,4863432,5101001,158.33,22.17,19.4,24.8,11.52,11.49,11.54,19.43,17.33,21.42,29.35,15.49,39.81,2.35,84.14,88,80.51,14.38,13.48,15.23,2.8,7.4,6.45,8.62,10.49,12.28,6.68,1.73,2.15,1.02,2.3,2.31,1.6,3.3,2.48,2.64,30.69,29.86,21.36,9.63,11.16,5.68,3.4,3.65,2.25,0.83,1.08,0.45,0.65,0.99,0.27,10.39,11.52,8.86,82.19,79.83,84.46,27.19,26.92,27.46,53.97,48.54,59.16,29.31,33.1,25.69,57.16,61.89,52.65,58.04,57.48,58.58,30.55,25.35,35.53,30.51,36.61,24.69,8.91,14.02,4.15,0.67,1.19,0.19,2.79,4.97,0.75,5.37,4.29,6.38,81.05,85.55,83.3,61.56,59.54,60.55,66.52,65.31,65.915,43.94,41.1,46.65,6.74,1.78,27.4,26510.5,30714.2,20927.6,28.1,15.6,480,68.1,20.6,24.4,17,21.3,17.5,24.9,19.3,26.9,12.1,100,46.8,46.7,47
3,"Lombardia",2017,10.52,"Nord Ovest",12.5,8.66,32.7,39.09,26.72,19.61,21.54,17.48,9978691,4876036,5102655,161.57,22.39,19.64,25.02,11.36,11.29,11.43,19.98,17.82,22.02,30.61,16.98,40.96,2.3,84.6,88.22,81.18,15.35,14.04,16.6,2.6,6.41,5.42,7.67,10.48,11.9,6.6,1.83,2.24,1.04,2.39,2.36,1.59,3.8,2.57,3.04,32.42,30.04,22.25,9.64,10.99,5.5,3.45,3.49,2.29,0.79,1,0.42,0.67,1.02,0.27,11.07,12.06,9.64,81.32,77.67,84.82,25.33,25.97,24.71,55.91,50.39,61.21,29.32,31.61,27.12,61.33,67.22,55.68,60.26,60.07,60.43,29.25,24.61,33.72,28.84,32.12,25.7,7.23,11.27,3.46,0.67,1.17,0.21,2.47,4.07,0.97,5.33,3.92,6.66,81.18,85.51,83.345,60.85,59.06,59.955,66.67,65.38,66.025,43.7,38,49.17,6.78,1.81,27.4,26368.7,30554.9,20825,28.5,16.7,470,69.6,20.8,25.3,16.5,21.1,17,25.1,19.1,27.3,11.3,98.5,46.2,46,46.3
3,"Lombardia",2018,9.43,"Nord Ovest",11,7.96,31.87,39.93,24.31,17.15,20.81,13.22,9998898,4892835,5106063,164.84,22.58,19.84,25.2,11.48,11.42,11.54,20.2,17.92,22.37,31.67,17.93,42.18,2.27,85.17,88.41,82.11,16.01,14.97,16.99,2.7,6.03,5.2,7.1,10.59,11.85,6.55,1.91,2.26,1.11,2.35,2.35,1.48,3.93,2.59,3.08,31.5,28.69,20.96,9.12,10.04,5.08,3.44,3.46,2.24,0.79,0.99,0.41,0.58,0.85,0.28,10.69,12.33,8.5,82.17,78.27,85.91,25.12,25.67,24.58,51.69,45.5,57.64,29.39,33.28,25.66,58.65,63.71,53.79,62.26,62.5,62.04,27.21,23.55,30.73,30.37,34.98,25.93,7.83,12.12,3.82,0.88,1.58,0.23,2.42,4.28,0.67,4.95,3.5,6.33,81.32,85.66,83.49,59.69,58,58.845,65.14,66.12,65.63,44.21,40.26,48.02,6.83,1.82,27.4,26715.3,30898.6,21176.3,28.4,16.9,481,70.7,19.3,22.7,16,21.8,17.9,25.5,18.6,26.5,10.9,100,47.7,48.8,46.7
3,"Lombardia",2019,10.02,"Nord Ovest",10.96,9.12,32.14,39.83,24.87,20.07,23.18,16.81,10019218,4907288,5111930,168.75,22.78,20.07,25.38,11.21,11.2,11.23,20.26,17.97,22.46,31.99,18.66,42.24,2.27,86.37,90.1,83.02,16.17,14.97,17.26,2.6,5.62,4.73,6.75,10.4,11.17,6.5,1.74,1.93,1.03,2.35,2.27,1.46,4.28,2.79,3.26,31.98,28.37,20.66,9.19,10.07,4.89,3.34,3.29,2.08,0.8,0.99,0.41,0.64,0.98,0.26,10.97,12.34,9.13,81.21,77.81,84.47,24.28,25.98,22.65,51.02,45.81,56.02,26.28,29.42,23.27,58.34,63.54,53.36,59.96,60.28,59.66,24.98,21.92,27.93,32.03,37.13,27.14,8.02,11.5,4.75,0.72,1.16,0.31,2.19,3.58,0.89,5.37,4.81,5.9,81.54,85.9,83.72,61.47,58.65,60.06,66.2,66.41,66.305,43.77,39.66,47.72,6.74,1.8,27.3,27005.3,31127.9,21525.1,28.8,17.1,483,72,17.5,20.8,14.4,19.1,15.9,22.2,16.4,22.5,10.6,97,47.4,49,45.9
3,"Lombardia",2020,10.63,"Nord Ovest",11.59,9.72,34.28,42.32,26.68,16.45,16.46,16.44,10004578,4903911,5100668,171.63,22.9,20.21,25.49,11.48,11.45,11.52,20.25,17.94,22.45,30.16,18.14,39.42,2.29,86.84,89.77,84.06,16.45,15.13,17.7,1.5,5.03,4.36,5.87,10.03,10.58,6.25,1.66,1.85,0.96,3.27,3.11,2,4.97,2.95,3.82,34.79,29.76,22.56,9.96,10.84,5.2,3.55,3.49,2.21,0.78,0.98,0.38,0.66,0.98,0.28,10.64,11.9,9.17,81.29,78.26,84.2,23.75,24.19,23.34,50.9,47.12,54.52,27.06,31.26,23.02,57.19,62.05,52.52,57.74,57.88,57.61,25.49,20.78,30.01,33.39,39.1,27.9,7.95,12.48,3.7,1.14,2.08,0.25,2.29,4.1,0.59,4.82,3.82,5.77,78.96,84.01,81.485,61.82,59.69,60.755,64.74,66.47,65.605,42.84,38.83,46.69,7.3,1.81,27.5,25813.2,29811.1,20450.6,28.7,15.5,468,73.3,19.9,22.2,17.6,19.7,16.2,23.1,18.3,25.7,11.2,97,48.8,50.6,47.1
3,"Lombardia",2021,10.54,"Nord Ovest",11.24,9.88,31.24,39.56,23.33,22.53,21.78,23.29,9962279,4888487,5073792,174.7,23.04,20.35,25.63,11.91,11.96,11.85,19.37,17.09,21.59,30.43,18.7,39.47,2.3,NA,NA,NA,NA,NA,NA,2.5,5.88,5.35,6.55,9.77,10.37,5.9,1.65,1.82,0.94,2.62,2.36,1.65,3.85,2.51,2.82,30.69,26.45,19.58,8.79,9.43,4.59,3.55,3.31,2.26,0.75,0.93,0.37,0.66,0.95,0.29,10.81,11.58,9.84,82.39,80.57,84.13,24.22,25.69,22.82,49.92,43.77,55.8,27.2,29.8,24.72,58.94,64.85,53.28,61.18,61.3,61.06,22.59,19.6,25.44,27.96,32.12,23.99,6.29,9.41,3.35,0.66,1.13,0.22,2.29,3.8,0.87,4.46,3.19,5.67,80.82,85.4,83.11,62.37,59.92,61.145,66.19,65.26,65.725,41.03,37.16,44.74,NA,NA,28,NA,NA,NA,30.1,16.6,480,73,18.8,21.5,16.2,18.8,15.9,21.4,16,22.5,9.8,97.1,48.5,51.2,45.8
3,"Lombardia",2022,9.86,"Nord Ovest",10.31,9.44,33.01,41.98,24.54,16.1,22.47,9.24,9959757,4891024,5068733,179.55,23.25,20.59,25.82,11.6,11.66,11.53,19.37,17.09,21.6,29.92,17.8,39.29,2.3,NA,NA,NA,NA,NA,NA,2.8,4.85,3.78,6.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.78,11.89,9.51,80.34,77.76,82.82,24.57,25.51,23.66,47.74,42.7,52.6,29.26,31.5,27.1,59.19,64.75,53.84,59.9,60.24,59.58,26.42,23.17,29.55,29.24,33.88,24.76,7.95,12.03,4.12,1.09,1.91,0.32,2.43,3.73,1.21,4.86,4.44,5.25,80.82,85.4,83.11,61.92,60.15,61.035,67.08,66.42,66.75,44.52,41.24,47.68,NA,NA,NA,NA,NA,NA,31.7,NA,NA,NA,19.7,21.7,17.7,17.9,14.6,21,16.8,23.2,10.5,NA,50.1,50.9,49.3
4,"Trentino-Alto Adige",2010,8.02,"Nord Est",8.77,7.31,32.17,39.84,24.86,20.45,22.39,18.46,1026110,502646,523465,116.46,18.69,15.99,21.28,8.25,8.11,8.39,9.7,8.37,10.93,29.39,15.3,39.72,2.43,80.84,83.76,78.06,10.58,10.7,10.46,3.4,3.46,2.91,4.17,9.2,11.59,6.61,1.51,1.84,1.07,1.81,1.9,1.33,2.13,1.55,1.9,30.8,33.56,22.42,11.94,14.58,7.87,3.19,3.86,2.16,1.17,1.79,0.63,0.73,1.36,0.15,11.01,11.85,9.94,82.09,79.58,84.51,43.22,42.23,44.17,59.61,54.32,64.71,18.37,19.52,17.25,51.36,56.59,46.32,38.27,38.24,38.31,13.22,12.22,14.2,33.47,40.58,26.6,10.33,16.82,4.23,0.91,1.61,0.26,3.96,7.51,0.62,3.27,2.39,4.12,80.08,85.37,82.725,65.28,65.19,65.235,65.82,67.15,66.485,35.42,29.74,40.92,7.07,1.63,NA,20295,24179.7,15169.5,NA,19.6,496,57.9,19.7,22.1,17.4,20.6,19,22.2,27.4,39.9,15.4,90.9,62.9,62.1,63.6
4,"Trentino-Alto Adige",2011,7.46,"Nord Est",9.1,5.92,32.37,41.9,23.4,18.31,18.92,17.65,1033737,506260,527477,118.17,18.9,16.25,21.43,8.74,8.5,8.97,9.27,8.08,10.36,30.42,16.37,40.8,2.4,81.66,84.21,79.23,10.89,11.09,10.71,3.6,3.85,3.43,4.39,9.49,12.55,6.39,1.5,1.97,1.03,1.68,1.94,1.1,2.53,1.78,2.13,30.19,31.16,21.3,11.71,13.91,7.19,2.86,3.16,1.91,0.8,1.36,0.31,0.92,1.63,0.28,12.28,13.27,10.82,80.5,77.9,83.02,38.5,37.14,39.81,60.57,56.08,64.92,12.68,13.65,11.73,52.6,59.71,45.71,43.19,43.85,42.56,14.36,12.02,16.6,33.23,39.51,27.08,10.22,16.72,4.11,0.84,1.48,0.23,3.28,5.78,0.93,3.25,2.03,4.42,80.55,85.66,83.105,65.44,64.6,65.02,65.81,66.82,66.315,36.27,32.22,40.19,7.1,1.73,327.1,20784,24878.5,15441.9,22.7,17.3,504,60.5,18.1,22.3,14.1,19.6,15.3,23.7,24.5,36.7,12.7,90.9,60.5,60.7,60.3
4,"Trentino-Alto Adige",2012,7.96,"Nord Est",8.94,7.02,32.54,41.99,23.58,13.53,17.65,9.23,1041145,510034,531111,120.94,19.22,16.63,21.71,8.27,7.81,8.7,28.19,24.39,31.47,30.37,17.44,40.01,2.4,80.78,84.48,77.28,12.45,11.96,12.92,3.7,5.08,4.49,5.81,9.42,11.84,6.31,1.29,1.78,0.7,1.63,1.53,1.21,3,1.95,2.54,31.67,30.41,22.8,11.88,13.72,7.42,3.09,3.6,2.14,1.1,1.57,0.69,0.85,1.22,0.47,11.85,13.18,9.98,81.99,77.99,85.88,40.21,39.11,41.27,61.17,55.89,66.3,12.73,14.77,10.75,49.17,55.1,43.42,40.86,40.17,41.54,15.14,14.37,15.88,33.27,37.85,28.82,10.43,16.53,4.7,0.65,1.28,0.06,3.02,5.44,0.75,3.8,2.65,4.89,80.7,85.5,83.1,64.56,64.77,64.665,66.15,65.99,66.07,33.57,28.72,38.28,7.04,1.63,325.3,21066,25213.6,15668.4,21.2,18,485,62.3,19.3,22.5,16.3,19.9,15.8,23.8,25.9,37.1,15.1,92.9,53.9,54.1,53.7
4,"Trentino-Alto Adige",2013,7.86,"Nord Est",8.66,7.08,33.35,42.19,24.89,17.78,23.53,11.94,1048628,514061,534567,123.61,19.48,16.95,21.91,8.7,8.24,9.15,28.89,25.05,32.21,29.09,17.08,38.14,2.43,82.97,82.97,85.75,11.7,11.7,11.01,3.3,5.4,4.59,6.41,8.67,10.6,5.72,1.17,1.4,0.82,1.76,1.76,1.2,3,1.92,2.48,30.06,29.19,20.47,10.9,12.71,6.36,3.32,3.65,2.2,0.9,1.38,0.4,0.89,1.37,0.44,11.33,12.92,9.1,80.21,77.75,82.55,38.55,37.47,39.58,56.8,50.21,63.11,11.31,13.28,9.44,48.85,55.39,42.59,39.43,39.81,39.06,14.94,13.97,15.86,29.97,34.21,25.92,9.22,14.7,4.11,0.47,0.84,0.13,3,5.27,0.87,2.61,2.61,2.62,80.81,85.7,83.255,65.36,65.94,65.65,65.35,65.62,65.485,34.26,30.95,37.47,6.84,1.55,322.6,21580.4,25750.4,16190.6,22,19.4,472,64.6,17.7,21.1,14.4,17.2,12.7,21.5,24.5,36.1,13.3,92.9,54,56.8,51.4
